image_id,angle,speed
0_85_0.png,0.4375,0.0
10_95_35.png,0.5625,1.0
11_110_35.png,0.75,1.0
12_95_35.png,0.5625,1.0
13_85_35.png,0.4375,1.0
14_105_35.png,0.6875,1.0
15_110_35.png,0.75,1.0
16_110_35.png,0.75,1.0
17_110_35.png,0.75,1.0
18_110_35.png,0.75,1.0
19_105_35.png,0.6875,1.0
1_105_35.png,0.6875,1.0
20_110_35.png,0.75,1.0
21_110_35.png,0.75,1.0
22_110_35.png,0.75,1.0
23_105_35.png,0.6875,1.0
24_115_35.png,0.8125,1.0
25_100_35.png,0.625,1.0
2_85_35.png,0.4375,1.0
3_110_0.png,0.75,0.0
4_110_0.png,0.75,0.0
5_105_0.png,0.6875,0.0
6_100_35.png,0.625,1.0
7_100_35.png,0.625,1.0
8_90_35.png,0.5,1.0
9_75_35.png,0.3125,1.0
26_100_35.png,0.625,1.0
27_100_35.png,0.625,1.0
28_110_35.png,0.75,1.0
29_115_35.png,0.8125,1.0
30_115_35.png,0.8125,1.0
31_90_35.png,0.5,1.0
32_105_35.png,0.6875,1.0
33_110_35.png,0.75,1.0
34_110_35.png,0.75,1.0
35_105_35.png,0.6875,1.0
36_115_35.png,0.8125,1.0
37_110_35.png,0.75,1.0
38_100_35.png,0.625,1.0
39_105_35.png,0.6875,1.0
40_110_35.png,0.75,1.0
41_110_35.png,0.75,1.0
42_110_35.png,0.75,1.0
43_100_35.png,0.625,1.0
44_100_35.png,0.625,1.0
45_85_35.png,0.4375,1.0
46_85_35.png,0.4375,1.0
47_90_35.png,0.5,1.0
48_90_35.png,0.5,1.0
49_90_35.png,0.5,1.0
50_90_35.png,0.5,1.0
51_85_35.png,0.4375,1.0
52_75_35.png,0.3125,1.0
53_60_35.png,0.125,1.0
54_60_35.png,0.125,1.0
55_60_35.png,0.125,1.0
56_60_35.png,0.125,1.0
57_60_35.png,0.125,1.0
58_75_35.png,0.3125,1.0
59_75_35.png,0.3125,1.0
60_65_35.png,0.1875,1.0
61_55_35.png,0.0625,1.0
62_55_35.png,0.0625,1.0
63_60_35.png,0.125,1.0
64_85_35.png,0.4375,1.0
65_70_35.png,0.25,1.0
66_75_35.png,0.3125,1.0
67_80_35.png,0.375,1.0
68_95_35.png,0.5625,1.0
69_100_35.png,0.625,1.0
70_90_35.png,0.5,1.0
71_100_35.png,0.625,1.0
72_100_35.png,0.625,1.0
73_100_35.png,0.625,1.0
74_100_35.png,0.625,1.0
75_105_35.png,0.6875,1.0
76_105_35.png,0.6875,1.0
77_110_35.png,0.75,1.0
78_110_35.png,0.75,1.0
79_110_35.png,0.75,1.0
80_105_35.png,0.6875,1.0
81_95_35.png,0.5625,1.0
82_95_35.png,0.5625,1.0
83_100_35.png,0.625,1.0
84_105_0.png,0.6875,0.0
85_105_0.png,0.6875,0.0
86_105_0.png,0.6875,0.0
87_105_0.png,0.6875,0.0
88_105_35.png,0.6875,1.0
89_105_35.png,0.6875,1.0
90_80_35.png,0.375,1.0
91_60_35.png,0.125,1.0
92_65_35.png,0.1875,1.0
93_125_35.png,0.9375,1.0
94_125_35.png,0.9375,1.0
95_110_35.png,0.75,1.0
96_105_35.png,0.6875,1.0
100_90_35.png,0.5,1.0
101_100_35.png,0.625,1.0
102_55_35.png,0.0625,1.0
103_50_35.png,0.0,1.0
104_50_35.png,0.0,1.0
105_90_35.png,0.5,1.0
106_85_0.png,0.4375,0.0
107_95_35.png,0.5625,1.0
108_95_0.png,0.5625,0.0
109_95_0.png,0.5625,0.0
110_95_0.png,0.5625,0.0
111_95_0.png,0.5625,0.0
112_95_35.png,0.5625,1.0
113_95_35.png,0.5625,1.0
114_95_35.png,0.5625,1.0
115_85_35.png,0.4375,1.0
116_55_35.png,0.0625,1.0
117_90_35.png,0.5,1.0
118_50_35.png,0.0,1.0
119_85_35.png,0.4375,1.0
120_80_35.png,0.375,1.0
121_85_0.png,0.4375,0.0
122_90_0.png,0.5,0.0
123_90_35.png,0.5,1.0
124_90_35.png,0.5,1.0
125_95_35.png,0.5625,1.0
126_95_35.png,0.5625,1.0
127_90_35.png,0.5,1.0
128_90_35.png,0.5,1.0
129_85_35.png,0.4375,1.0
130_90_35.png,0.5,1.0
131_90_35.png,0.5,1.0
132_90_35.png,0.5,1.0
133_90_35.png,0.5,1.0
134_85_35.png,0.4375,1.0
135_85_35.png,0.4375,1.0
136_100_35.png,0.625,1.0
137_60_35.png,0.125,1.0
138_50_35.png,0.0,1.0
139_100_35.png,0.625,1.0
140_50_35.png,0.0,1.0
141_90_35.png,0.5,1.0
142_90_0.png,0.5,0.0
143_90_0.png,0.5,0.0
144_90_35.png,0.5,1.0
145_95_35.png,0.5625,1.0
146_95_35.png,0.5625,1.0
147_90_35.png,0.5,1.0
148_85_35.png,0.4375,1.0
149_85_35.png,0.4375,1.0
150_90_35.png,0.5,1.0
151_100_35.png,0.625,1.0
152_90_35.png,0.5,1.0
153_90_35.png,0.5,1.0
154_90_35.png,0.5,1.0
155_90_35.png,0.5,1.0
156_90_35.png,0.5,1.0
157_90_35.png,0.5,1.0
158_80_35.png,0.375,1.0
159_60_35.png,0.125,1.0
160_50_35.png,0.0,1.0
161_75_35.png,0.3125,1.0
162_50_35.png,0.0,1.0
163_90_0.png,0.5,0.0
164_90_0.png,0.5,0.0
165_90_35.png,0.5,1.0
166_95_35.png,0.5625,1.0
167_90_35.png,0.5,1.0
168_85_35.png,0.4375,1.0
169_90_35.png,0.5,1.0
170_95_35.png,0.5625,1.0
171_95_35.png,0.5625,1.0
172_95_35.png,0.5625,1.0
173_90_35.png,0.5,1.0
174_95_0.png,0.5625,0.0
175_95_0.png,0.5625,0.0
176_95_0.png,0.5625,0.0
177_95_0.png,0.5625,0.0
178_95_0.png,0.5625,0.0
179_95_0.png,0.5625,0.0
180_95_35.png,0.5625,1.0
181_100_35.png,0.625,1.0
182_90_35.png,0.5,1.0
183_90_35.png,0.5,1.0
184_65_35.png,0.1875,1.0
185_50_35.png,0.0,1.0
186_50_35.png,0.0,1.0
187_85_35.png,0.4375,1.0
188_60_0.png,0.125,0.0
189_85_0.png,0.4375,0.0
190_90_35.png,0.5,1.0
191_90_35.png,0.5,1.0
192_105_35.png,0.6875,1.0
193_90_35.png,0.5,1.0
194_100_35.png,0.625,1.0
195_90_35.png,0.5,1.0
196_90_35.png,0.5,1.0
197_100_35.png,0.625,1.0
198_90_35.png,0.5,1.0
199_90_35.png,0.5,1.0
200_90_0.png,0.5,0.0
201_90_0.png,0.5,0.0
202_90_0.png,0.5,0.0
203_90_0.png,0.5,0.0
204_90_0.png,0.5,0.0
205_85_35.png,0.4375,1.0
98_90_35.png,0.5,1.0
99_90_35.png,0.5,1.0
206_90_0.png,0.5,0.0
207_90_35.png,0.5,1.0
208_90_35.png,0.5,1.0
209_95_35.png,0.5625,1.0
210_85_35.png,0.4375,1.0
211_90_35.png,0.5,1.0
212_90_35.png,0.5,1.0
213_95_35.png,0.5625,1.0
214_90_35.png,0.5,1.0
215_90_35.png,0.5,1.0
216_90_35.png,0.5,1.0
217_90_35.png,0.5,1.0
218_110_35.png,0.75,1.0
219_120_35.png,0.875,1.0
220_120_35.png,0.875,1.0
221_100_35.png,0.625,1.0
222_115_35.png,0.8125,1.0
223_90_35.png,0.5,1.0
224_90_0.png,0.5,0.0
225_90_0.png,0.5,0.0
226_90_35.png,0.5,1.0
227_90_35.png,0.5,1.0
228_95_35.png,0.5625,1.0
229_90_35.png,0.5,1.0
230_80_35.png,0.375,1.0
231_95_35.png,0.5625,1.0
232_95_35.png,0.5625,1.0
233_85_35.png,0.4375,1.0
234_95_35.png,0.5625,1.0
235_90_35.png,0.5,1.0
236_90_35.png,0.5,1.0
237_110_35.png,0.75,1.0
238_115_35.png,0.8125,1.0
239_115_35.png,0.8125,1.0
240_110_35.png,0.75,1.0
241_115_35.png,0.8125,1.0
242_90_35.png,0.5,1.0
243_90_0.png,0.5,0.0
244_90_0.png,0.5,0.0
245_90_35.png,0.5,1.0
246_90_35.png,0.5,1.0
247_90_35.png,0.5,1.0
248_90_35.png,0.5,1.0
249_90_35.png,0.5,1.0
250_90_35.png,0.5,1.0
251_105_35.png,0.6875,1.0
252_90_35.png,0.5,1.0
253_80_35.png,0.375,1.0
254_95_0.png,0.5625,0.0
255_95_0.png,0.5625,0.0
256_95_0.png,0.5625,0.0
257_95_0.png,0.5625,0.0
258_95_35.png,0.5625,1.0
259_95_35.png,0.5625,1.0
260_110_35.png,0.75,1.0
261_110_35.png,0.75,1.0
262_115_35.png,0.8125,1.0
263_110_35.png,0.75,1.0
264_115_35.png,0.8125,1.0
265_120_35.png,0.875,1.0
266_90_0.png,0.5,0.0
267_90_35.png,0.5,1.0
268_90_35.png,0.5,1.0
269_90_35.png,0.5,1.0
270_90_35.png,0.5,1.0
271_90_35.png,0.5,1.0
272_75_35.png,0.3125,1.0
273_105_35.png,0.6875,1.0
274_100_35.png,0.625,1.0
275_90_35.png,0.5,1.0
276_90_0.png,0.5,0.0
277_90_0.png,0.5,0.0
278_90_0.png,0.5,0.0
279_90_0.png,0.5,0.0
280_90_0.png,0.5,0.0
281_90_35.png,0.5,1.0
282_90_35.png,0.5,1.0
283_90_35.png,0.5,1.0
284_110_35.png,0.75,1.0
285_115_35.png,0.8125,1.0
286_115_35.png,0.8125,1.0
287_105_35.png,0.6875,1.0
288_105_35.png,0.6875,1.0
289_110_35.png,0.75,1.0
290_95_0.png,0.5625,0.0
291_95_0.png,0.5625,0.0
292_90_35.png,0.5,1.0
293_90_35.png,0.5,1.0
294_90_35.png,0.5,1.0
295_90_35.png,0.5,1.0
296_100_35.png,0.625,1.0
297_90_35.png,0.5,1.0
298_90_35.png,0.5,1.0
299_95_35.png,0.5625,1.0
300_90_35.png,0.5,1.0
301_90_35.png,0.5,1.0
302_80_35.png,0.375,1.0
303_90_35.png,0.5,1.0
